Call_ID,Customer_Id,Agent,Date_Of_Call,Time_Of_Call,Resolved,Answered,Topic,Speed_of_answer_in_seconds,Duration,Satisfaction_rating
2611,4979,Greg,2021-02-15,11:45:36 AM,1,1,Admin Support,32,12:02:34 AM,5
2612,4980,Stewart,2021-02-15,11:45:36 AM,1,1,Admin Support,105,12:06:34 AM,5
2613,1508,Becky,2021-02-15,11:48:29 AM,0,0,Technical Support,,,
2614,4155,Jim,2021-02-15,11:48:29 AM,1,1,Payment related,94,12:01:03 AM,4
2615,4156,Joe,2021-02-15,12:07:12 PM,1,1,Contract related,107,12:02:16 AM,4
2616,4981,Diane,2021-02-15,12:07:12 PM,1,1,Admin Support,79,12:05:33 AM,5
2617,1509,Dan,2021-02-15,12:21:36 PM,0,0,Contract related,,,
2618,4157,Becky,2021-02-15,12:21:36 PM,1,1,Admin Support,59,12:02:05 AM,4
2619,1961,Dan,2021-02-15,12:38:53 PM,0,1,Technical Support,117,12:04:54 AM,3
2620,584,Martha,2021-02-15,12:38:53 PM,1,1,Streaming,37,12:01:51 AM,3
2621,4158,Dan,2021-02-15,1:00:29 PM,1,1,Admin Support,94,12:05:20 AM,4
2622,386,Becky,2021-02-15,1:00:29 PM,1,1,Technical Support,120,12:02:45 AM,1
2623,1510,Jim,2021-02-15,1:26:24 PM,0,0,Contract related,,,
2624,2587,Martha,2021-02-15,1:26:24 PM,1,1,Streaming,50,12:06:47 AM,2
2625,4982,Becky,2021-02-15,1:39:22 PM,1,1,Payment related,47,12:02:28 AM,5
2626,1511,Stewart,2021-02-15,1:39:22 PM,0,0,Streaming,,,
2627,4983,Dan,2021-02-15,1:42:14 PM,1,1,Admin Support,118,12:02:53 AM,5
2628,117,Becky,2021-02-15,1:42:14 PM,0,0,Admin Support,,,
2629,118,Greg,2021-02-15,2:28:19 PM,0,0,Technical Support,,,
2630,830,Jim,2021-02-15,2:28:19 PM,1,1,Technical Support,14,12:01:13 AM,5
2631,3226,Dan,2021-02-15,2:29:46 PM,1,1,Technical Support,88,12:01:09 AM,3
2632,725,Joe,2021-02-15,2:29:46 PM,1,1,Streaming,124,12:00:52 AM,4
2633,4984,Diane,2021-02-15,2:44:10 PM,1,1,Payment related,18,12:00:48 AM,5
2634,3227,Dan,2021-02-15,2:44:10 PM,1,1,Admin Support,22,12:02:05 AM,3
2635,1512,Jim,2021-02-15,2:51:22 PM,0,0,Technical Support,,,
2636,4985,Becky,2021-02-15,2:51:22 PM,1,1,Streaming,94,12:06:18 AM,5
2637,1962,Becky,2021-02-15,2:57:07 PM,0,1,Technical Support,54,12:03:36 AM,3
2638,327,Greg,2021-02-15,2:57:07 PM,0,1,Contract related,44,12:03:17 AM,5
2639,3228,Greg,2021-02-15,3:46:05 PM,1,1,Admin Support,28,12:04:23 AM,3
2640,3229,Jim,2021-02-15,3:46:05 PM,1,1,Payment related,103,12:03:12 AM,3
2641,4159,Joe,2021-02-15,3:47:31 PM,1,1,Technical Support,25,12:00:47 AM,4
2642,1513,Becky,2021-02-15,3:47:31 PM,0,0,Streaming,,,
2643,3230,Jim,2021-02-15,4:01:55 PM,1,1,Streaming,84,12:04:10 AM,3
2644,4160,Dan,2021-02-15,4:01:55 PM,1,1,Streaming,36,12:03:57 AM,4
2645,1514,Becky,2021-02-15,5:11:02 PM,0,0,Payment related,,,
2646,726,Stewart,2021-02-15,5:11:02 PM,1,1,Payment related,42,12:03:41 AM,4
2647,3231,Dan,2021-02-15,5:18:14 PM,1,1,Streaming,124,12:03:51 AM,3
2648,4986,Stewart,2021-02-15,5:18:14 PM,1,1,Technical Support,99,12:03:40 AM,5
2649,4987,Diane,2021-02-15,5:19:41 PM,1,1,Streaming,124,12:04:23 AM,5
2650,4988,Greg,2021-02-15,5:19:41 PM,1,1,Admin Support,55,12:06:25 AM,5
2651,1515,Dan,2021-02-15,5:45:36 PM,0,0,Admin Support,,,
2652,1516,Jim,2021-02-15,5:45:36 PM,0,0,Payment related,,,
2653,2588,Greg,2021-02-16,9:07:12 AM,1,1,Admin Support,64,12:05:06 AM,2
2654,2589,Diane,2021-02-16,9:07:12 AM,1,1,Technical Support,82,12:04:54 AM,2
2655,4161,Diane,2021-02-16,10:04:48 AM,1,1,Streaming,50,12:03:19 AM,4
2656,4162,Stewart,2021-02-16,10:04:48 AM,1,1,Contract related,100,12:03:42 AM,4
2657,3232,Jim,2021-02-16,10:23:31 AM,1,1,Admin Support,26,12:06:54 AM,3
2658,2590,Dan,2021-02-16,10:23:31 AM,1,1,Payment related,75,12:04:14 AM,2
2659,3233,Greg,2021-02-16,10:30:43 AM,1,1,Technical Support,26,12:06:28 AM,3
2660,3234,Dan,2021-02-16,10:30:43 AM,1,1,Payment related,21,12:05:08 AM,3
2661,2286,Stewart,2021-02-16,10:30:43 AM,1,1,Admin Support,53,12:00:31 AM,1
2662,3235,Greg,2021-02-16,10:30:43 AM,1,1,Streaming,109,12:02:37 AM,3
2663,3236,Becky,2021-02-16,11:06:43 AM,1,1,Streaming,108,12:06:04 AM,3
2664,4989,Stewart,2021-02-16,11:06:43 AM,1,1,Contract related,58,12:05:16 AM,5
2665,4990,Stewart,2021-02-16,11:12:29 AM,1,1,Payment related,14,12:05:51 AM,5
2666,4163,Martha,2021-02-16,11:12:29 AM,1,1,Contract related,74,12:05:31 AM,4
2667,1517,Jim,2021-02-16,11:18:14 AM,0,0,Contract related,,,
2668,831,Jim,2021-02-16,11:18:14 AM,1,1,Streaming,54,12:02:46 AM,5
2669,4164,Greg,2021-02-16,11:26:53 AM,1,1,Streaming,18,12:03:43 AM,4
2670,3237,Joe,2021-02-16,11:26:53 AM,1,1,Payment related,39,12:06:13 AM,3
2671,2287,Martha,2021-02-16,12:10:05 PM,1,1,Payment related,31,12:03:17 AM,1
2672,3238,Diane,2021-02-16,12:10:05 PM,1,1,Technical Support,118,12:05:00 AM,3
2673,119,Diane,2021-02-16,12:50:24 PM,0,0,Payment related,,,
2674,3239,Joe,2021-02-16,12:50:24 PM,1,1,Contract related,118,12:05:58 AM,3
2675,4165,Jim,2021-02-16,1:03:22 PM,1,1,Payment related,69,12:03:37 AM,4
2676,4991,Greg,2021-02-16,1:03:22 PM,1,1,Payment related,125,12:06:21 AM,5
2677,1963,Dan,2021-02-16,2:26:53 PM,0,1,Streaming,47,12:02:41 AM,3
2678,2288,Joe,2021-02-16,2:26:53 PM,1,1,Payment related,53,12:01:04 AM,1
2679,253,Diane,2021-02-16,2:48:29 PM,0,1,Streaming,55,12:04:37 AM,2
2680,2591,Martha,2021-02-16,2:48:29 PM,1,1,Admin Support,91,12:05:30 AM,2
2681,3240,Joe,2021-02-16,2:54:14 PM,1,1,Technical Support,37,12:05:23 AM,3
2682,4166,Jim,2021-02-16,2:54:14 PM,1,1,Admin Support,118,12:04:53 AM,4
2683,4992,Dan,2021-02-16,3:07:12 PM,1,1,Technical Support,37,12:05:36 AM,5
2684,4167,Becky,2021-02-16,3:07:12 PM,1,1,Admin Support,124,12:04:04 AM,4
2685,4168,Greg,2021-02-16,3:20:10 PM,1,1,Technical Support,105,12:01:35 AM,4
2686,1518,Diane,2021-02-16,3:20:10 PM,0,0,Admin Support,,,
2687,2289,Greg,2021-02-16,3:34:34 PM,1,1,Technical Support,36,12:03:27 AM,1
2688,4169,Martha,2021-02-16,3:34:34 PM,1,1,Streaming,87,12:06:52 AM,4
2689,4170,Becky,2021-02-16,4:04:48 PM,1,1,Technical Support,98,12:05:02 AM,4
2690,1519,Dan,2021-02-16,4:04:48 PM,0,0,Admin Support,,,
2691,3241,Joe,2021-02-16,4:14:53 PM,1,1,Payment related,37,12:02:51 AM,3
2692,2290,Jim,2021-02-16,4:14:53 PM,1,1,Streaming,65,12:04:48 AM,1
2693,3242,Diane,2021-02-16,4:24:58 PM,1,1,Contract related,117,12:06:27 AM,3
2694,727,Dan,2021-02-16,4:24:58 PM,1,1,Streaming,70,12:01:42 AM,4
2695,120,Greg,2021-02-16,4:29:17 PM,0,0,Streaming,,,
2696,3243,Becky,2021-02-16,4:29:17 PM,1,1,Streaming,30,12:05:33 AM,3
2697,121,Becky,2021-02-16,4:32:10 PM,0,0,Technical Support,,,
2698,1964,Jim,2021-02-16,4:32:10 PM,0,1,Technical Support,53,12:04:39 AM,3
2699,4171,Becky,2021-02-16,5:12:29 PM,1,1,Streaming,69,12:05:11 AM,4
2700,2291,Stewart,2021-02-16,5:12:29 PM,1,1,Contract related,109,12:04:10 AM,1
2701,4993,Dan,2021-02-16,5:28:19 PM,1,1,Technical Support,17,12:00:42 AM,5
2702,4172,Martha,2021-02-16,5:28:19 PM,1,1,Streaming,109,12:04:52 AM,4
2703,832,Greg,2021-02-16,5:31:12 PM,1,1,Contract related,50,12:05:46 AM,5
2704,1965,Becky,2021-02-16,5:31:12 PM,0,1,Admin Support,22,12:03:31 AM,3
2705,4173,Diane,2021-02-16,5:45:36 PM,1,1,Contract related,100,12:02:35 AM,4
2706,3244,Stewart,2021-02-16,5:45:36 PM,1,1,Streaming,101,12:05:15 AM,3
2707,3245,Becky,2021-02-16,5:52:48 PM,1,1,Payment related,15,12:02:49 AM,3
2708,4994,Diane,2021-02-16,5:52:48 PM,1,1,Contract related,59,12:04:29 AM,5
2709,3246,Stewart,2021-02-17,9:01:26 AM,1,1,Contract related,93,12:03:15 AM,3
2710,4174,Becky,2021-02-17,9:01:26 AM,1,1,Payment related,81,12:06:25 AM,4
2711,387,Jim,2021-02-17,9:17:17 AM,1,1,Admin Support,20,12:02:11 AM,1
2712,3247,Greg,2021-02-17,9:17:17 AM,1,1,Contract related,47,12:00:35 AM,3
2713,1868,Diane,2021-02-17,9:23:02 AM,0,1,Admin Support,17,12:03:02 AM,1
2714,1966,Stewart,2021-02-17,9:23:02 AM,0,1,Payment related,15,12:01:04 AM,3
2715,4995,Diane,2021-02-17,9:34:34 AM,1,1,Technical Support,94,12:06:10 AM,5
2716,4996,Martha,2021-02-17,9:34:34 AM,1,1,Technical Support,10,12:02:15 AM,5
2717,3248,Joe,2021-02-17,9:53:17 AM,1,1,Admin Support,96,12:04:12 AM,3
2718,728,Joe,2021-02-17,9:53:17 AM,1,1,Admin Support,32,12:01:41 AM,4
2719,2292,Becky,2021-02-17,9:59:02 AM,1,1,Streaming,36,12:05:02 AM,1
2720,4997,Martha,2021-02-17,9:59:02 AM,1,1,Streaming,50,12:01:42 AM,5
2721,122,Stewart,2021-02-17,10:03:22 AM,0,0,Payment related,,,
2722,2592,Martha,2021-02-17,10:03:22 AM,1,1,Payment related,89,12:00:33 AM,2
2723,1520,Diane,2021-02-17,10:36:29 AM,0,0,Contract related,,,
2724,4998,Joe,2021-02-17,10:36:29 AM,1,1,Admin Support,114,12:05:47 AM,5
2725,4999,Martha,2021-02-17,10:43:41 AM,1,1,Streaming,44,12:06:31 AM,5
2726,5000,Joe,2021-02-17,10:43:41 AM,1,1,Admin Support,100,12:06:06 AM,5
2727,1521,Jim,2021-02-17,11:24:00 AM,0,0,Payment related,,,
2728,4175,Jim,2021-02-17,11:24:00 AM,1,1,Contract related,70,12:00:49 AM,4
2729,4176,Martha,2021-02-17,11:24:00 AM,1,1,Contract related,16,12:04:03 AM,4
2730,4177,Becky,2021-02-17,11:24:00 AM,1,1,Admin Support,49,12:01:04 AM,4
2731,4178,Joe,2021-02-17,11:28:19 AM,1,1,Streaming,96,12:05:48 AM,4
2732,4179,Greg,2021-02-17,11:28:19 AM,1,1,Admin Support,85,12:05:36 AM,4
2733,2593,Martha,2021-02-17,11:42:43 AM,1,1,Contract related,65,12:05:29 AM,2
2734,4180,Martha,2021-02-17,11:42:43 AM,1,1,Payment related,67,12:00:30 AM,4
2735,4181,Greg,2021-02-17,12:05:46 PM,1,1,Payment related,50,12:01:09 AM,4
2736,1522,Becky,2021-02-17,12:05:46 PM,0,0,Streaming,,,
2737,585,Diane,2021-02-17,12:10:05 PM,1,1,Contract related,79,12:03:22 AM,3
2738,4182,Greg,2021-02-17,12:10:05 PM,1,1,Technical Support,107,12:03:53 AM,4
2739,1869,Martha,2021-02-17,12:11:31 PM,0,1,Contract related,52,12:04:50 AM,1
2740,241,Jim,2021-02-17,12:11:31 PM,0,1,Streaming,104,12:06:25 AM,1
2741,1523,Joe,2021-02-17,12:17:17 PM,0,0,Admin Support,,,
2742,388,Jim,2021-02-17,12:17:17 PM,1,1,Contract related,63,12:00:54 AM,1
2743,4183,Becky,2021-02-17,1:03:22 PM,1,1,Technical Support,79,12:03:51 AM,4
2744,1967,Greg,2021-02-17,1:03:22 PM,0,1,Streaming,21,12:06:31 AM,3
2745,3249,Becky,2021-02-17,1:24:58 PM,1,1,Technical Support,93,12:05:36 AM,3
2746,4184,Joe,2021-02-17,1:24:58 PM,1,1,Streaming,72,12:02:52 AM,4
2747,3250,Greg,2021-02-17,1:36:29 PM,1,1,Admin Support,84,12:04:32 AM,3
2748,1524,Stewart,2021-02-17,1:36:29 PM,0,0,Admin Support,,,
2749,3251,Jim,2021-02-17,2:19:41 PM,1,1,Admin Support,45,12:02:04 AM,3
2750,1525,Stewart,2021-02-17,2:19:41 PM,0,0,Streaming,,,
2751,301,Dan,2021-02-17,2:29:46 PM,0,1,Streaming,49,12:01:21 AM,4
2752,4185,Becky,2021-02-17,2:29:46 PM,1,1,Admin Support,110,12:06:06 AM,4
2753,272,Diane,2021-02-17,2:32:38 PM,0,1,Technical Support,58,12:02:13 AM,3
2754,4186,Joe,2021-02-17,2:32:38 PM,1,1,Contract related,35,12:06:13 AM,4
2755,4187,Dan,2021-02-17,3:02:53 PM,1,1,Payment related,105,12:01:10 AM,4
2756,3252,Diane,2021-02-17,3:02:53 PM,1,1,Payment related,99,12:02:12 AM,3
2757,2594,Joe,2021-02-17,3:10:05 PM,1,1,Contract related,53,12:04:02 AM,2
2758,2050,Greg,2021-02-17,3:10:05 PM,0,1,Contract related,50,12:06:42 AM,4
2759,4188,Jim,2021-02-17,3:46:05 PM,1,1,Contract related,114,12:02:32 AM,4
2760,1526,Stewart,2021-02-17,3:46:05 PM,0,0,Technical Support,,,
2761,1527,Diane,2021-02-17,4:06:14 PM,0,0,Payment related,,,
2762,4189,Dan,2021-02-17,4:06:14 PM,1,1,Payment related,87,12:02:30 AM,4
2763,2125,Jim,2021-02-17,4:14:53 PM,0,1,Payment related,55,12:01:07 AM,5
2764,4190,Martha,2021-02-17,4:14:53 PM,1,1,Admin Support,97,12:05:54 AM,4
2765,273,Martha,2021-02-17,4:27:50 PM,0,1,Payment related,12,12:04:28 AM,3
2766,1528,Greg,2021-02-17,4:27:50 PM,0,0,Streaming,,,
2767,5001,Stewart,2021-02-17,4:36:29 PM,1,1,Admin Support,79,12:03:01 AM,5
2768,3253,Martha,2021-02-17,4:36:29 PM,1,1,Technical Support,11,12:06:23 AM,3
2769,2051,Stewart,2021-02-17,5:11:02 PM,0,1,Payment related,69,12:00:39 AM,4
2770,1529,Jim,2021-02-17,5:11:02 PM,0,0,Admin Support,,,
2771,1530,Martha,2021-02-17,5:12:29 PM,0,0,Technical Support,,,
2772,3254,Jim,2021-02-17,5:12:29 PM,1,1,Admin Support,123,12:01:48 AM,3
2773,1531,Joe,2021-02-17,5:44:10 PM,0,0,Admin Support,,,
2774,2052,Martha,2021-02-17,5:44:10 PM,0,1,Admin Support,48,12:03:34 AM,4
2775,3255,Joe,2021-02-17,5:54:14 PM,1,1,Contract related,78,12:06:57 AM,3
2776,3256,Joe,2021-02-17,5:54:14 PM,1,1,Technical Support,109,12:04:04 AM,3
2777,2126,Dan,2021-02-18,9:23:02 AM,0,1,Technical Support,61,12:05:54 AM,5
2778,2595,Greg,2021-02-18,9:23:02 AM,1,1,Payment related,86,12:01:37 AM,2
2779,4191,Greg,2021-02-18,9:43:12 AM,1,1,Admin Support,74,12:06:52 AM,4
2780,3257,Diane,2021-02-18,9:43:12 AM,1,1,Payment related,125,12:04:53 AM,3
2781,254,Becky,2021-02-18,10:00:29 AM,0,1,Contract related,64,12:06:09 AM,2
2782,3258,Joe,2021-02-18,10:00:29 AM,1,1,Streaming,63,12:02:06 AM,3
2783,729,Greg,2021-02-18,10:13:26 AM,1,1,Admin Support,46,12:06:36 AM,4
2784,3259,Greg,2021-02-18,10:13:26 AM,1,1,Admin Support,63,12:04:15 AM,3
2785,4192,Joe,2021-02-18,10:16:19 AM,1,1,Contract related,96,12:00:47 AM,4
2786,3260,Dan,2021-02-18,10:16:19 AM,1,1,Streaming,37,12:04:25 AM,3
2787,4193,Dan,2021-02-18,10:33:36 AM,1,1,Contract related,73,12:03:24 AM,4
2788,730,Diane,2021-02-18,10:33:36 AM,1,1,Payment related,111,12:02:18 AM,4
2789,1532,Joe,2021-02-18,10:37:55 AM,0,0,Payment related,,,
2790,487,Joe,2021-02-18,10:37:55 AM,1,1,Streaming,79,12:03:08 AM,2
2791,1533,Greg,2021-02-18,10:56:38 AM,0,0,Admin Support,,,
2792,274,Dan,2021-02-18,10:56:38 AM,0,1,Admin Support,32,12:05:36 AM,3
2793,586,Dan,2021-02-18,11:18:14 AM,1,1,Contract related,60,12:04:50 AM,3
2794,3261,Dan,2021-02-18,11:18:14 AM,1,1,Payment related,25,12:05:31 AM,3
2795,4194,Jim,2021-02-18,11:18:14 AM,1,1,Payment related,72,12:04:11 AM,4
2796,3262,Dan,2021-02-18,11:18:14 AM,1,1,Technical Support,82,12:01:07 AM,3
2797,1534,Jim,2021-02-18,11:25:26 AM,0,0,Payment related,,,
2798,4195,Diane,2021-02-18,11:25:26 AM,1,1,Admin Support,104,12:06:44 AM,4
2799,1535,Stewart,2021-02-18,11:34:05 AM,0,0,Technical Support,,,
2800,5002,Becky,2021-02-18,11:34:05 AM,1,1,Technical Support,102,12:02:24 AM,5
2801,123,Dan,2021-02-18,11:38:24 AM,0,0,Streaming,,,
2802,1536,Dan,2021-02-18,11:38:24 AM,0,0,Technical Support,,,
2803,275,Martha,2021-02-18,1:04:48 PM,0,1,Streaming,86,12:01:35 AM,3
2804,2596,Becky,2021-02-18,1:04:48 PM,1,1,Technical Support,93,12:06:04 AM,2
2805,1537,Stewart,2021-02-18,1:33:36 PM,0,0,Admin Support,,,
2806,1538,Jim,2021-02-18,1:33:36 PM,0,0,Streaming,,,
2807,2597,Dan,2021-02-18,1:37:55 PM,1,1,Technical Support,39,12:04:13 AM,2
2808,4196,Stewart,2021-02-18,1:37:55 PM,1,1,Admin Support,119,12:00:46 AM,4
2809,1539,Martha,2021-02-18,1:45:07 PM,0,0,Contract related,,,
2810,3263,Stewart,2021-02-18,1:45:07 PM,1,1,Technical Support,71,12:00:42 AM,3
2811,2293,Joe,2021-02-18,1:48:00 PM,1,1,Streaming,111,12:06:54 AM,1
2812,1870,Martha,2021-02-18,1:48:00 PM,0,1,Streaming,120,12:04:00 AM,1
2813,124,Joe,2021-02-18,2:47:02 PM,0,0,Technical Support,,,
2814,5003,Diane,2021-02-18,2:47:02 PM,1,1,Admin Support,81,12:03:02 AM,5
2815,125,Jim,2021-02-18,2:52:48 PM,0,0,Payment related,,,
2816,2294,Martha,2021-02-18,2:52:48 PM,1,1,Streaming,40,12:02:23 AM,1
2817,5004,Dan,2021-02-18,3:15:50 PM,1,1,Admin Support,114,12:02:59 AM,5
2818,1540,Jim,2021-02-18,3:15:50 PM,0,0,Contract related,,,
2819,126,Jim,2021-02-18,4:00:29 PM,0,0,Payment related,,,
2820,4197,Jim,2021-02-18,4:00:29 PM,1,1,Contract related,29,12:00:48 AM,4
2821,587,Jim,2021-02-18,4:03:22 PM,1,1,Technical Support,56,12:06:30 AM,3
2822,2053,Diane,2021-02-18,4:03:22 PM,0,1,Technical Support,58,12:02:45 AM,4
2823,5005,Martha,2021-02-18,4:58:05 PM,1,1,Technical Support,68,12:03:02 AM,5
2824,1968,Jim,2021-02-18,4:58:05 PM,0,1,Admin Support,114,12:01:05 AM,3
2825,3264,Greg,2021-02-18,4:59:31 PM,1,1,Technical Support,11,12:03:08 AM,3
2826,3265,Becky,2021-02-18,4:59:31 PM,1,1,Streaming,46,12:01:43 AM,3
2827,4198,Jim,2021-02-19,9:01:26 AM,1,1,Admin Support,78,12:06:46 AM,4
2828,1541,Joe,2021-02-19,9:01:26 AM,0,0,Payment related,,,
2829,3266,Joe,2021-02-19,9:17:17 AM,1,1,Admin Support,53,12:05:01 AM,3
2830,2295,Jim,2021-02-19,9:17:17 AM,1,1,Payment related,37,12:03:21 AM,1
2831,731,Diane,2021-02-19,9:18:43 AM,1,1,Streaming,111,12:03:40 AM,4
2832,2127,Dan,2021-02-19,9:18:43 AM,0,1,Contract related,14,12:00:54 AM,5
2833,588,Diane,2021-02-19,9:25:55 AM,1,1,Streaming,82,12:02:48 AM,3
2834,1542,Stewart,2021-02-19,9:25:55 AM,0,0,Contract related,,,
2835,1543,Dan,2021-02-19,10:46:34 AM,0,0,Payment related,,,
2836,1544,Jim,2021-02-19,10:46:34 AM,0,0,Admin Support,,,
2837,3267,Stewart,2021-02-19,11:22:34 AM,1,1,Contract related,69,12:04:54 AM,3
2838,3268,Diane,2021-02-19,11:22:34 AM,1,1,Streaming,21,12:06:54 AM,3
2839,2598,Becky,2021-02-19,11:42:43 AM,1,1,Payment related,113,12:00:41 AM,2
2840,589,Martha,2021-02-19,11:42:43 AM,1,1,Streaming,34,12:03:31 AM,3
2841,1969,Jim,2021-02-19,11:54:14 AM,0,1,Payment related,26,12:00:40 AM,3
2842,3269,Jim,2021-02-19,11:54:14 AM,1,1,Admin Support,76,12:05:20 AM,3
2843,1545,Diane,2021-02-19,12:15:50 PM,0,0,Admin Support,,,
2844,1546,Martha,2021-02-19,12:15:50 PM,0,0,Payment related,,,
2845,389,Jim,2021-02-19,1:29:17 PM,1,1,Technical Support,63,12:03:47 AM,1
2846,3270,Stewart,2021-02-19,1:29:17 PM,1,1,Admin Support,80,12:04:08 AM,3
2847,2296,Jim,2021-02-19,1:32:10 PM,1,1,Admin Support,36,12:06:17 AM,1
2848,5006,Diane,2021-02-19,1:32:10 PM,1,1,Admin Support,22,12:01:55 AM,5
2849,2599,Stewart,2021-02-19,1:45:07 PM,1,1,Streaming,80,12:04:27 AM,2
2850,390,Jim,2021-02-19,1:45:07 PM,1,1,Technical Support,109,12:00:44 AM,1
2851,3271,Stewart,2021-02-19,2:22:34 PM,1,1,Technical Support,80,12:05:38 AM,3
2852,4199,Joe,2021-02-19,2:22:34 PM,1,1,Admin Support,108,12:04:47 AM,4
2853,4200,Becky,2021-02-19,2:26:53 PM,1,1,Contract related,10,12:05:44 AM,4
2854,1547,Greg,2021-02-19,2:26:53 PM,0,0,Technical Support,,,
2855,3272,Martha,2021-02-19,2:45:36 PM,1,1,Technical Support,115,12:02:38 AM,3
2856,3273,Becky,2021-02-19,2:45:36 PM,1,1,Admin Support,79,12:04:31 AM,3
2857,2600,Stewart,2021-02-19,2:52:48 PM,1,1,Admin Support,109,12:00:39 AM,2
2858,4201,Jim,2021-02-19,2:52:48 PM,1,1,Contract related,12,12:05:15 AM,4
2859,3274,Joe,2021-02-19,3:02:53 PM,1,1,Streaming,87,12:02:14 AM,3
2860,3275,Stewart,2021-02-19,3:02:53 PM,1,1,Admin Support,55,12:05:40 AM,3
2861,4202,Joe,2021-02-19,3:33:07 PM,1,1,Payment related,109,12:05:35 AM,4
2862,1548,Becky,2021-02-19,3:33:07 PM,0,0,Contract related,,,
2863,1549,Diane,2021-02-19,3:33:07 PM,0,0,Payment related,,,
2864,4203,Becky,2021-02-19,3:33:07 PM,1,1,Payment related,12,12:01:09 AM,4
2865,833,Martha,2021-02-19,4:04:48 PM,1,1,Payment related,71,12:02:51 AM,5
2866,1550,Dan,2021-02-19,4:04:48 PM,0,0,Technical Support,,,
2867,2054,Stewart,2021-02-19,4:26:24 PM,0,1,Streaming,104,12:06:29 AM,4
2868,391,Stewart,2021-02-19,4:26:24 PM,1,1,Payment related,110,12:01:53 AM,1
2869,2297,Martha,2021-02-19,5:21:07 PM,1,1,Streaming,108,12:02:44 AM,1
2870,2298,Dan,2021-02-19,5:21:07 PM,1,1,Technical Support,88,12:00:55 AM,1
2871,1551,Stewart,2021-02-19,5:29:46 PM,0,0,Contract related,,,
2872,2299,Joe,2021-02-19,5:29:46 PM,1,1,Admin Support,32,12:06:08 AM,1
2873,4204,Diane,2021-02-19,5:38:24 PM,1,1,Contract related,37,12:06:13 AM,4
2874,5007,Greg,2021-02-19,5:38:24 PM,1,1,Payment related,58,12:03:25 AM,5
2875,4205,Greg,2021-02-20,9:24:29 AM,1,1,Contract related,61,12:04:06 AM,4
2876,2300,Jim,2021-02-20,9:24:29 AM,1,1,Contract related,39,12:01:45 AM,1
2877,4206,Joe,2021-02-20,9:33:07 AM,1,1,Contract related,39,12:05:41 AM,4
2878,5008,Diane,2021-02-20,9:33:07 AM,1,1,Streaming,53,12:01:47 AM,5
2879,1552,Joe,2021-02-20,10:01:55 AM,0,0,Contract related,,,
2880,4207,Stewart,2021-02-20,10:01:55 AM,1,1,Streaming,64,12:05:11 AM,4
2881,3276,Joe,2021-02-20,10:10:34 AM,1,1,Technical Support,77,12:03:40 AM,3
2882,2301,Dan,2021-02-20,10:10:34 AM,1,1,Contract related,20,12:00:49 AM,1
2883,1553,Martha,2021-02-20,10:24:58 AM,0,0,Contract related,,,
2884,127,Joe,2021-02-20,10:24:58 AM,0,0,Admin Support,,,
2885,5009,Dan,2021-02-20,10:50:53 AM,1,1,Admin Support,26,12:06:13 AM,5
2886,3277,Diane,2021-02-20,10:50:53 AM,1,1,Technical Support,33,12:04:59 AM,3
2887,1554,Jim,2021-02-20,11:00:58 AM,0,0,Admin Support,,,
2888,3278,Becky,2021-02-20,11:00:58 AM,1,1,Contract related,122,12:02:08 AM,3
2889,1555,Martha,2021-02-20,11:11:02 AM,0,0,Contract related,,,
2890,3279,Martha,2021-02-20,11:11:02 AM,1,1,Payment related,75,12:03:46 AM,3
2891,4208,Martha,2021-02-20,11:21:07 AM,1,1,Admin Support,27,12:01:39 AM,4
2892,590,Diane,2021-02-20,11:21:07 AM,1,1,Contract related,37,12:05:48 AM,3
2893,3280,Diane,2021-02-20,11:34:05 AM,1,1,Admin Support,24,12:02:25 AM,3
2894,2302,Becky,2021-02-20,11:34:05 AM,1,1,Streaming,70,12:05:22 AM,1
2895,4209,Becky,2021-02-20,11:41:17 AM,1,1,Technical Support,117,12:01:54 AM,4
2896,2303,Diane,2021-02-20,11:41:17 AM,1,1,Payment related,15,12:04:37 AM,1
2897,591,Greg,2021-02-20,11:54:14 AM,1,1,Streaming,20,12:03:35 AM,3
2898,2601,Dan,2021-02-20,11:54:14 AM,1,1,Streaming,36,12:04:16 AM,2
2899,392,Diane,2021-02-20,12:02:53 PM,1,1,Technical Support,63,12:04:47 AM,1
2900,3281,Becky,2021-02-20,12:02:53 PM,1,1,Payment related,20,12:06:22 AM,3
2901,2055,Dan,2021-02-20,12:10:05 PM,0,1,Contract related,115,12:05:35 AM,4
2902,1556,Joe,2021-02-20,12:10:05 PM,0,0,Contract related,,,
2903,592,Dan,2021-02-20,12:25:55 PM,1,1,Technical Support,95,12:04:58 AM,3
2904,4210,Becky,2021-02-20,12:25:55 PM,1,1,Payment related,114,12:03:07 AM,4
2905,4211,Martha,2021-02-20,12:46:05 PM,1,1,Contract related,71,12:02:01 AM,4
2906,2304,Stewart,2021-02-20,12:46:05 PM,1,1,Payment related,44,12:06:02 AM,1
2907,1557,Greg,2021-02-20,12:51:50 PM,0,0,Technical Support,,,
2908,1558,Becky,2021-02-20,12:51:50 PM,0,0,Technical Support,,,
2909,3282,Stewart,2021-02-20,1:35:02 PM,1,1,Payment related,24,12:01:54 AM,3
2910,128,Greg,2021-02-20,1:35:02 PM,0,0,Streaming,,,
