Phone_Service_ID,Customer_ID,Multiple_Lines,Avg_Monthly_Long_Distance_Charges,Total_Long_Distance_Charges
1881,1881,0,23.06,23.06
1882,1882,1,37.84,2724.48
1883,1883,0,12.51,412.83
1884,1884,1,4.61,147.52
1885,1885,0,24.61,123.05
1886,1886,0,0,0
1887,1887,0,33.89,67.78
1888,1888,1,1.06,18.02
1889,1889,0,8.01,40.05
1890,1890,1,3.01,30.1
1891,1891,1,39.87,39.87
1892,1892,1,36.47,1495.27
1893,1893,1,8.38,527.94
1894,1894,0,48.06,1057.32
1895,1895,0,2.45,115.15
1896,1896,1,22.23,1444.95
1897,1897,1,39.86,318.88
1898,1898,1,35.63,356.3
1899,1899,0,22.88,205.92
1900,1900,0,49.61,1736.35
1901,1901,0,6.51,13.02
1902,1902,0,0,0
1903,1903,0,0,0
1904,1904,0,0,0
1905,1905,1,21.71,1454.57
1906,1906,1,44.13,661.95
1907,1907,1,29.95,299.5
1908,1908,0,29.41,29.41
1909,1909,0,0,0
1910,1910,0,0,0
1911,1911,1,24.57,270.27
1912,1912,1,17.65,882.5
1913,1913,0,22.31,290.03
1914,1914,1,21.16,1354.24
1915,1915,0,49.63,148.89
1916,1916,1,31.89,2264.19
1917,1917,0,34.79,313.11
1918,1918,0,43.06,43.06
1919,1919,0,37.01,111.03
1920,1920,0,0,0
1921,1921,0,30.47,1401.62
1922,1922,0,18.88,1189.44
1923,1923,1,31.97,2269.87
1924,1924,0,9.56,47.8
1925,1925,1,34.03,2211.95
1926,1926,1,25.69,1078.98
1927,1927,0,12.5,37.5
1928,1928,0,30.07,721.68
1929,1929,0,20.63,1361.58
1930,1930,0,13.93,348.25
1931,1931,1,20.53,1149.68
1932,1932,1,29.15,1515.8
1933,1933,1,35.86,824.78
1934,1934,1,3.6,90
1935,1935,1,41.53,1328.96
1936,1936,0,14.26,228.16
1937,1937,0,2.03,46.69
1938,1938,0,0,0
1939,1939,0,22.1,1082.9
1940,1940,0,7.66,7.66
1941,1941,0,2.27,11.35
1942,1942,0,12.62,631
1943,1943,0,0,0
1944,1944,0,21.91,613.48
1945,1945,0,45.64,2236.36
1946,1946,1,7.42,133.56
1947,1947,1,38.99,2807.28
1948,1948,1,1.6,59.2
1949,1949,0,0,0
1950,1950,1,1.59,71.55
1951,1951,0,29.52,560.88
1952,1952,0,46.12,1337.48
1953,1953,0,43.08,2627.88
1954,1954,0,33.93,135.72
1955,1955,1,23.95,910.1
1956,1956,0,26.9,53.8
1957,1957,0,48.03,48.03
1958,1958,0,0,0
1959,1959,1,49.42,3508.82
1960,1960,0,38.37,1995.24
1961,1961,0,24.71,49.42
1962,1962,0,16.1,386.4
1963,1963,1,19.66,845.38
1964,1964,0,29.69,59.38
1965,1965,0,3.72,89.28
1966,1966,1,22.56,924.96
1967,1967,1,29.18,408.52
1968,1968,0,23.29,1490.56
1969,1969,0,49.5,3564
1970,1970,0,1.31,35.37
1971,1971,0,3.04,106.4
1972,1972,0,41.39,41.39
1973,1973,0,12.4,12.4
1974,1974,0,39.12,1682.16
1975,1975,1,30.09,1594.77
1976,1976,1,24.31,413.27
1977,1977,1,29.29,585.8
1978,1978,0,10.54,63.24
1979,1979,0,0,0
1980,1980,1,23.45,1430.45
1981,1981,1,48.35,193.4
1982,1982,0,40.63,40.63
1983,1983,0,35.77,35.77
1984,1984,1,15.94,1083.92
1985,1985,0,19.98,19.98
1986,1986,1,5.32,10.64
1987,1987,1,14.12,635.4
1988,1988,1,2.03,81.2
1989,1989,0,2.82,95.88
1990,1990,1,29.21,379.73
1991,1991,0,10.71,10.71
1992,1992,0,0,0
1993,1993,0,24.23,848.05
1994,1994,1,28.5,2052
1995,1995,0,7.29,14.58
1996,1996,0,35.81,429.72
1997,1997,0,44.33,3058.77
1998,1998,1,32.12,1830.84
1999,1999,0,10.43,365.05
2000,2000,1,26.35,1818.15
2001,2001,1,1.93,121.59
2002,2002,0,38.94,1596.54
2003,2003,0,3.95,185.65
2004,2004,1,34.87,2510.64
2005,2005,1,1.94,114.46
2006,2006,0,20,360
2007,2007,0,0,0
2008,2008,0,12.97,518.8
2009,2009,0,11.19,22.38
2010,2010,0,0,0
2011,2011,1,34.62,2354.16
2012,2012,0,15.9,1113
2013,2013,0,41.1,41.1
2014,2014,1,16.15,1162.8
2015,2015,0,7.49,14.98
2016,2016,0,1.92,21.12
2017,2017,1,29.06,1627.36
2018,2018,0,0,0
2019,2019,1,44.52,1647.24
2020,2020,0,0,0
2021,2021,1,41.08,739.44
2022,2022,1,11.42,216.98
2023,2023,0,24.09,96.36
2024,2024,0,11.45,11.45
2025,2025,0,3.42,129.96
2026,2026,0,46.23,462.3
2027,2027,1,46.9,2626.4
2028,2028,1,22.64,679.2
2029,2029,1,28.63,2061.36
2030,2030,0,5.27,42.16
2031,2031,1,28.36,1503.08
2032,2032,1,10.13,465.98
2033,2033,0,7.72,46.32
2034,2034,0,38.83,310.64
2035,2035,1,19.16,1072.96
2036,2036,1,31.14,965.34
2037,2037,0,49.9,648.7
2038,2038,1,11.5,460
2039,2039,1,19.14,1129.26
2040,2040,0,47.48,2374
2041,2041,0,0,0
2042,2042,1,46.83,2154.18
2043,2043,1,42.45,764.1
2044,2044,0,0,0
2045,2045,0,11.86,11.86
2046,2046,1,42.33,169.32
2047,2047,1,36.52,182.6
2048,2048,1,39.88,2751.72
2049,2049,0,16.61,282.37
2050,2050,0,43.52,43.52
2051,2051,1,2.05,49.2
2052,2052,1,19.52,1210.24
2053,2053,0,11.12,133.44
2054,2054,0,35.32,812.36
2055,2055,0,0,0
2056,2056,0,48.38,435.42
2057,2057,0,32.43,129.72
2058,2058,0,9.53,228.72
2059,2059,1,24.71,1754.41
2060,2060,0,6.47,12.94
2061,2061,0,43.57,43.57
2062,2062,1,45.21,452.1
2063,2063,0,0,0
2064,2064,0,35.99,2411.33
2065,2065,0,18.91,132.37
2066,2066,1,38.4,499.2
2067,2067,1,38.94,2219.58
2068,2068,1,11.32,407.52
2069,2069,1,13.28,876.48
2070,2070,1,32.75,720.5
2071,2071,1,25.79,438.43
2072,2072,1,39.61,39.61
2073,2073,1,25.67,282.37
2074,2074,0,8.5,17
2075,2075,0,17.01,51.03
2076,2076,0,7.26,29.04
2077,2077,0,5.27,363.63
2078,2078,1,32.22,2319.84
2079,2079,1,18.12,416.76
2080,2080,1,13.86,554.4
2081,2081,1,16.93,1185.1
2082,2082,1,38.5,2695
2083,2083,0,29.51,88.53
2084,2084,1,5.71,393.99
2085,2085,0,47.92,287.52
2086,2086,1,45.41,3269.52
2087,2087,1,3.2,214.4
2088,2088,0,19.76,790.4
2089,2089,1,31.58,600.02
2090,2090,0,0,0
2091,2091,0,17.35,364.35
2092,2092,1,43.51,1392.32
2093,2093,1,49.36,1431.44
2094,2094,1,16.38,475.02
2095,2095,0,29.81,745.25
2096,2096,1,8.93,491.15
2097,2097,1,33.66,1851.3
2098,2098,1,42.89,85.78
2099,2099,0,13.89,27.78
2100,2100,1,22.64,1403.68
2101,2101,0,24.1,457.9
2102,2102,0,5.01,35.07
2103,2103,0,3.35,97.15
2104,2104,0,0,0
2105,2105,0,18.38,220.56
2106,2106,0,37.52,1876
2107,2107,1,40.96,2744.32
2108,2108,1,14.34,473.22
2109,2109,0,1.12,41.44
2110,2110,1,6.81,435.84
2111,2111,0,32.85,32.85
2112,2112,1,11.58,92.64
2113,2113,0,2.88,25.92
2114,2114,0,18.15,18.15
2115,2115,0,0,0
2116,2116,1,20.14,765.32
2117,2117,0,18.43,55.29
2118,2118,0,15.53,496.96
2119,2119,0,22.49,67.47
2120,2120,1,43.26,432.6
2121,2121,1,34.47,34.47
2122,2122,1,23.26,69.78
2123,2123,0,0,0
2124,2124,1,25.9,1450.4
2125,2125,0,0,0
2126,2126,0,16.74,887.22
2127,2127,0,27.38,1724.94
2128,2128,1,20.39,713.65
2129,2129,1,45.03,1846.23
2130,2130,0,0,0
2131,2131,1,2.96,41.44
2132,2132,0,43.5,609
2133,2133,1,27.23,1388.73
2134,2134,0,13.01,13.01
2135,2135,0,13.04,13.04
2136,2136,0,44.79,3045.72
2137,2137,1,49.6,49.6
2138,2138,0,0,0
2139,2139,0,16.81,1008.6
2140,2140,1,32.4,226.8
2141,2141,0,39.59,910.57
2142,2142,1,48.44,3487.68
2143,2143,0,33.3,99.9
2144,2144,1,46.88,234.4
2145,2145,0,5.52,33.12
2146,2146,0,5.58,72.54
2147,2147,0,43.2,2030.4
2148,2148,0,0,0
2149,2149,0,45.76,640.64
2150,2150,1,33.02,759.46
2151,2151,1,43.29,3116.88
2152,2152,0,34.48,34.48
2153,2153,1,43.14,2847.24
2154,2154,1,33.31,1765.43
2155,2155,1,10.06,110.66
2156,2156,1,7.82,477.02
2157,2157,1,14.88,29.76
2158,2158,0,4.09,4.09
2159,2159,0,0,0
2160,2160,1,28.4,1902.8
2161,2161,1,4.38,78.84
2162,2162,1,34.17,615.06
2163,2163,0,42.55,510.6
2164,2164,1,10.19,275.13
2165,2165,1,18.26,1113.86
2166,2166,1,27.69,1799.85
2167,2167,0,10.09,413.69
2168,2168,1,9.47,179.93
2169,2169,0,14.7,29.4
2170,2170,1,4.19,8.38
2171,2171,0,28.55,114.2
2172,2172,0,37.97,949.25
2173,2173,0,33.25,1995
2174,2174,1,26.41,211.28
2175,2175,1,16.72,1203.84
2176,2176,0,41.29,206.45
2177,2177,0,13.16,131.6
2178,2178,0,29.6,1746.4
2179,2179,1,17.12,1164.16
2180,2180,1,41.58,2245.32
2181,2181,0,23.03,506.66
2182,2182,1,28.42,1392.58
2183,2183,0,2.53,129.03
2184,2184,1,38.43,730.17
2185,2185,1,5.3,10.6
2186,2186,0,19.03,266.42
2187,2187,0,0,0
2188,2188,1,20.79,1496.88
2189,2189,1,23.62,1488.06
2190,2190,1,1.1,4.4
2191,2191,0,45.35,770.95
2192,2192,0,11.97,71.82
2193,2193,1,25.41,1422.96
2194,2194,0,17.83,231.79
2195,2195,0,6.94,41.64
2196,2196,1,26.56,1885.76
2197,2197,0,39.35,393.5
2198,2198,1,20.48,1474.56
2199,2199,1,45.12,3113.28
2200,2200,0,16.81,16.81
2201,2201,0,38.25,1797.75
2202,2202,0,31.29,1877.4
2203,2203,0,21.18,42.36
2204,2204,1,48.34,96.68
2205,2205,0,0,0
2206,2206,1,20.05,681.7
2207,2207,0,43.57,2614.2
2208,2208,1,29.6,1628
2209,2209,0,24.33,1289.49
2210,2210,0,45.25,226.25
2211,2211,0,0,0
2212,2212,0,14.9,14.9
2213,2213,1,4.51,275.11
2214,2214,1,28.3,1075.4
2215,2215,0,22.88,1372.8
2216,2216,0,26.95,1347.5
2217,2217,1,23.36,210.24
2218,2218,0,22.36,1587.56
2219,2219,0,37.02,1702.92
2220,2220,1,48.3,1690.5
2221,2221,0,40.4,40.4
2222,2222,0,10.41,239.43
2223,2223,1,20.23,20.23
2224,2224,0,42.95,901.95
2225,2225,0,31.99,511.84
2226,2226,0,0,0
2227,2227,0,30.96,2043.36
2228,2228,0,17.23,17.23
2229,2229,0,40.66,569.24
2230,2230,0,27.65,1271.9
2231,2231,1,18.97,929.53
2232,2232,0,23.72,71.16
2233,2233,0,5.65,192.1
2234,2234,1,14.79,1005.72
2235,2235,1,35.33,1766.5
2236,2236,0,1.57,4.71
2237,2237,1,9.57,239.25
2238,2238,0,7.95,151.05
2239,2239,1,27.75,1803.75
2240,2240,1,38.09,114.27
2241,2241,1,35.03,2347.01
2242,2242,1,18.82,150.56
2243,2243,1,28.06,1880.02
2244,2244,0,3.26,84.76
2245,2245,1,49.91,2844.87
2246,2246,1,36.17,1410.63
2247,2247,1,39.25,1844.75
2248,2248,1,23.22,464.4
2249,2249,0,13.68,232.56
2250,2250,0,28.3,1471.6
2251,2251,1,36.37,363.7
2252,2252,0,10.21,622.81
2253,2253,0,5.21,41.68
2254,2254,1,24.44,1759.68
2255,2255,0,2.33,55.92
2256,2256,0,30.11,120.44
2257,2257,1,14.3,371.8
2258,2258,1,37.38,2467.08
2259,2259,1,10.11,657.15
2260,2260,0,5.32,180.88
2261,2261,0,26.01,1170.45
2262,2262,1,15.73,1116.83
2263,2263,1,12.5,225
2264,2264,0,23.52,47.04
2265,2265,0,47.91,383.28
2266,2266,0,0,0
2267,2267,0,40.34,484.08
2268,2268,0,20.65,330.4
2269,2269,1,14.12,1016.64
2270,2270,0,23,23
2271,2271,0,42.15,42.15
2272,2272,1,6.01,60.1
2273,2273,0,0,0
2274,2274,1,42.06,168.24
2275,2275,1,39.37,2086.61
2276,2276,0,7.99,415.48
2277,2277,1,39.97,759.43
2278,2278,0,34.07,613.26
2279,2279,0,0,0
2280,2280,0,19.74,118.44
2281,2281,1,24.67,1776.24
2282,2282,1,21.29,1532.88
2283,2283,1,47.34,3361.14
2284,2284,1,9.1,518.7
2285,2285,1,22.14,1284.12
2286,2286,1,4.15,294.65
2287,2287,1,24.9,1792.8
2288,2288,0,27.66,470.22
2289,2289,1,41.93,1635.27
2290,2290,0,31.86,254.88
2291,2291,0,32.99,2243.32
2292,2292,0,0,0
2293,2293,1,32.86,32.86
2294,2294,0,39.5,79
2295,2295,0,11.3,802.3
2296,2296,1,19.92,597.6
2297,2297,0,26.03,885.02
2298,2298,1,37.48,1199.36
2299,2299,1,31.73,190.38
2300,2300,1,42.32,1904.4
2301,2301,0,0,0
2302,2302,1,2.63,28.93
2303,2303,1,15.19,30.38
2304,2304,0,41.16,41.16
2305,2305,0,0,0
2306,2306,1,17.87,518.23
2307,2307,1,29.67,2017.56
2308,2308,0,0,0
2309,2309,0,17.74,1224.06
2310,2310,0,0,0
2311,2311,0,17.89,17.89
2312,2312,1,47.89,1532.48
2313,2313,1,10.55,305.95
2314,2314,1,6.91,407.69
2315,2315,0,0,0
2316,2316,1,44.86,672.9
2317,2317,0,40.83,2041.5
2318,2318,0,0,0
2319,2319,0,4.45,62.3
2320,2320,0,10.97,219.4
2321,2321,0,15.6,46.8
2322,2322,1,35.1,1228.5
2323,2323,0,47.9,287.4
2324,2324,1,37.62,526.68
2325,2325,1,8.5,195.5
2326,2326,0,14.14,1003.94
2327,2327,1,9.62,269.36
2328,2328,0,19.22,1230.08
2329,2329,0,0,0
2330,2330,1,7.99,271.66
2331,2331,1,43.49,43.49
2332,2332,1,17.24,568.92
2333,2333,1,13.88,166.56
2334,2334,1,11.23,808.56
2335,2335,0,47.16,1697.76
2336,2336,0,46.53,186.12
2337,2337,0,2.38,19.04
2338,2338,0,0,0
2339,2339,1,6.73,195.17
2340,2340,0,37.66,1054.48
2341,2341,1,24.27,1431.93
2342,2342,1,9.72,155.52
2343,2343,1,30.94,2072.98
2344,2344,1,32.78,1311.2
2345,2345,0,16.13,145.17
2346,2346,0,42.78,342.24
2347,2347,0,11.81,684.98
2348,2348,1,25.02,1776.42
2349,2349,0,34.8,174
2350,2350,0,22.61,384.37
2351,2351,1,21.72,651.6
2352,2352,1,14.35,43.05
2353,2353,1,48.7,633.1
2354,2354,1,19.18,306.88
2355,2355,0,40,1200
2356,2356,0,32.78,32.78
2357,2357,1,8.59,111.67
2358,2358,0,36.52,1241.68
2359,2359,0,49.82,2590.64
2360,2360,0,33.5,134
2361,2361,1,32.22,1417.68
2362,2362,1,48.69,2288.43
2363,2363,0,16.74,217.62
2364,2364,1,40.15,200.75
2365,2365,1,7.11,163.53
2366,2366,1,45.16,361.28
2367,2367,0,24.3,972
2368,2368,1,11.4,763.8
2369,2369,1,36.24,906
2370,2370,1,11.36,795.2
2371,2371,0,21.64,930.52
2372,2372,1,34.01,408.12
2373,2373,1,5.77,415.44
2374,2374,0,19.74,414.54
2375,2375,0,9.53,486.03
2376,2376,0,8.8,484
2377,2377,1,9.85,502.35
2378,2378,1,17.22,378.84
2379,2379,1,29.56,1507.56
2380,2380,1,1.84,130.64
2381,2381,0,37.85,113.55
2382,2382,1,24.71,1087.24
2383,2383,0,25.57,792.67
2384,2384,0,39.51,118.53
2385,2385,0,11.89,11.89
2386,2386,1,6.6,270.6
2387,2387,1,2.83,169.8
2388,2388,0,27.27,54.54
2389,2389,0,0,0
2390,2390,1,18.39,1195.35
2391,2391,1,25.56,51.12
2392,2392,0,17.13,85.65
2393,2393,1,28.61,57.22
2394,2394,0,18.84,18.84
2395,2395,0,33.63,941.64
2396,2396,0,41.05,574.7
2397,2397,1,49.38,2864.04
2398,2398,1,3.15,47.25
2399,2399,1,45.37,862.03
2400,2400,1,7.1,426
2401,2401,0,45.86,45.86
2402,2402,0,18.2,1292.2
2403,2403,0,0,0
2404,2404,0,5.16,30.96
2405,2405,0,0,0
2406,2406,1,1.27,86.36
2407,2407,0,0,0
2408,2408,0,38.96,155.84
2409,2409,0,24.13,1109.98
2410,2410,0,15.41,539.35
2411,2411,1,44.08,2071.76
2412,2412,0,25.08,627
2413,2413,1,19.57,371.83
2414,2414,1,23.82,1167.18
2415,2415,0,18.65,111.9
2416,2416,0,10.48,712.64
2417,2417,0,17.21,998.18
2418,2418,0,29.38,734.5
2419,2419,1,7.37,176.88
2420,2420,1,34.42,206.52
2421,2421,0,8.44,126.6
2422,2422,1,37.59,977.34
2423,2423,1,13.99,223.84
2424,2424,1,26.37,263.7
2425,2425,0,19.57,410.97
2426,2426,1,43.01,2881.67
2427,2427,0,0,0
2428,2428,1,27.95,1118
2429,2429,1,37.83,605.28
2430,2430,0,0,0
2431,2431,1,39.39,1614.99
2432,2432,0,28.42,795.76
2433,2433,1,8.36,585.2
2434,2434,1,31.26,656.46
2435,2435,0,41.33,1487.88
2436,2436,0,19.1,1337
2437,2437,0,1.78,14.24
2438,2438,1,22.23,44.46
2439,2439,0,30.86,1728.16
2440,2440,0,27.89,27.89
2441,2441,0,28.47,113.88
2442,2442,0,30.1,1896.3
2443,2443,1,11.12,756.16
2444,2444,0,19.11,286.65
2445,2445,1,41.83,1798.69
2446,2446,0,8.03,8.03
2447,2447,1,49.13,1719.55
2448,2448,0,16.59,995.4
2449,2449,1,49.52,3515.92
2450,2450,1,41.71,2961.41
2451,2451,0,31.73,761.52
2452,2452,0,41.94,964.62
2453,2453,0,0,0
2454,2454,1,42.67,2986.9
2455,2455,1,17.71,1275.12
2456,2456,0,36.69,36.69
2457,2457,1,44.34,133.02
2458,2458,1,17.3,1245.6
2459,2459,1,20.47,695.98
2460,2460,0,38.68,928.32
2461,2461,0,3.27,120.99
2462,2462,0,19.3,617.6
2463,2463,0,29.88,776.88
2464,2464,0,35.04,770.88
2465,2465,1,5.25,225.75
2466,2466,0,30.07,511.19
2467,2467,0,0,0
2468,2468,0,15.54,108.78
2469,2469,0,49.51,1089.22
2470,2470,0,11.94,811.92
2471,2471,1,49.6,1587.2
2472,2472,1,23.45,1289.75
2473,2473,1,46.77,2198.19
2474,2474,0,0,0
2475,2475,0,20.03,300.45
2476,2476,1,20.1,1105.5
2477,2477,1,12.84,924.48
2478,2478,1,27.38,1341.62
2479,2479,0,9.43,66.01
2480,2480,1,11.68,548.96
2481,2481,1,26.17,314.04
2482,2482,1,20.29,669.57
2483,2483,0,0,0
2484,2484,1,11.08,11.08
2485,2485,1,40.73,2565.99
2486,2486,0,19.15,383
2487,2487,1,45.67,2146.49
2488,2488,0,36.51,2482.68
2489,2489,1,22.33,647.57
2490,2490,0,0,0
2491,2491,0,16.34,16.34
2492,2492,0,30.79,369.48
2493,2493,1,3.78,200.34
2494,2494,1,25.81,619.44
2495,2495,1,45.66,3287.52
2496,2496,0,29.5,1947
2497,2497,0,8.71,365.82
2498,2498,1,43.75,2537.5
2499,2499,1,9.36,608.4
2500,2500,1,4.08,187.68
2501,2501,0,40.59,1826.55
2502,2502,0,14.65,14.65
2503,2503,1,34.84,2125.24
2504,2504,1,33.01,2376.72
2505,2505,0,49.58,495.8
2506,2506,0,47.22,47.22
2507,2507,0,26.84,483.12
2508,2508,1,39.32,2005.32
2509,2509,1,29.66,237.28
2510,2510,1,6.63,377.91
2511,2511,0,46.33,463.3
2512,2512,1,31.64,1107.4
2513,2513,0,38.65,347.85
2514,2514,0,31.97,31.97
2515,2515,0,35.86,860.64
2516,2516,0,47.19,94.38
2517,2517,0,0,0
2518,2518,1,8.8,308
2519,2519,1,35.17,949.59
2520,2520,1,39.34,2753.8
2521,2521,0,12.96,129.6
2522,2522,1,9.08,499.4
2523,2523,0,0,0
2524,2524,1,32.68,424.84
2525,2525,1,13.73,878.72
2526,2526,1,33,2343
2527,2527,1,20.11,1327.26
2528,2528,0,9.87,513.24
2529,2529,0,19.87,39.74
2530,2530,1,47.01,658.14
2531,2531,0,0,0
2532,2532,0,44.01,924.21
2533,2533,0,24.52,220.68
2534,2534,0,4.13,4.13
2535,2535,0,45.04,360.32
2536,2536,0,17.26,293.42
2537,2537,0,45.92,780.64
2538,2538,0,0,0
2539,2539,0,33.68,2088.16
2540,2540,0,29.49,383.37
2541,2541,1,11.5,782
2542,2542,1,48.98,2840.84
2543,2543,0,36.48,693.12
2544,2544,0,6.18,80.34
2545,2545,1,6.33,196.23
2546,2546,0,12.22,867.62
2547,2547,1,5.55,338.55
2548,2548,1,21.91,153.37
2549,2549,0,44.05,572.65
2550,2550,0,7.57,7.57
2551,2551,0,32.88,1841.28
2552,2552,0,37.8,831.6
2553,2553,0,0,0
2554,2554,1,44.46,3201.12
2555,2555,0,14.97,643.71
2556,2556,1,19.58,1194.38
2557,2557,1,33.23,2292.87
2558,2558,0,1.24,3.72
2559,2559,1,11.01,572.52
2560,2560,0,44.36,44.36
2561,2561,0,38.33,2376.46
2562,2562,0,10.83,584.82
2563,2563,0,16.82,252.3
2564,2564,0,0,0
2565,2565,0,10.47,20.94
2566,2566,0,0,0
2567,2567,0,48.58,48.58
2568,2568,1,9.44,670.24
2569,2569,0,14.3,57.2
2570,2570,1,31.65,1139.4
2571,2571,0,42.52,212.6
2572,2572,0,1.98,19.8
2573,2573,0,0,0
2574,2574,0,36.25,507.5
2575,2575,0,35.89,2440.52
2576,2576,0,16.44,16.44
2577,2577,1,44.24,2654.4
2578,2578,1,4.16,41.6
2579,2579,0,21.91,131.46
2580,2580,1,41.14,2386.12
2581,2581,1,42.73,683.68
2582,2582,0,0,0
2583,2583,1,27.74,1442.48
2584,2584,0,0,0
2585,2585,0,41.93,209.65
2586,2586,1,9.82,667.76
2587,2587,1,21.25,1062.5
2588,2588,0,5.17,36.19
2589,2589,1,22.02,352.32
2590,2590,0,16.16,339.36
2591,2591,0,46.92,93.84
2592,2592,0,0,0
2593,2593,0,25.4,1143
2594,2594,1,45.35,3129.15
2595,2595,1,21.8,21.8
2596,2596,1,40.26,1288.32
2597,2597,0,29.72,772.72
2598,2598,0,19.27,1175.47
2599,2599,0,2.9,121.8
2600,2600,1,27.2,1332.8
2601,2601,1,42.41,1569.17
2602,2602,0,38.66,38.66
2603,2603,1,10.05,603
2604,2604,0,14.97,14.97
2605,2605,0,29.15,145.75
2606,2606,1,12.71,482.98
2607,2607,0,2.72,5.44
2608,2608,0,5.32,5.32
2609,2609,0,23.94,1292.76
2610,2610,0,6.89,351.39
2611,2611,0,15.33,30.66
2612,2612,0,5.54,83.1
2613,2613,0,15.41,416.07
2614,2614,0,14.26,14.26
2615,2615,1,8.66,207.84
2616,2616,0,37.59,375.9
2617,2617,0,36.54,219.24
2618,2618,1,25.45,1806.95
2619,2619,0,45.91,45.91
2620,2620,1,42.84,2827.44
2621,2621,0,38.38,1343.3
2622,2622,1,8.59,51.54
2623,2623,1,44.23,2874.95
2624,2624,0,30.09,451.35
2625,2625,1,46.65,2845.65
2626,2626,0,27.91,614.02
2627,2627,0,13.69,383.32
2628,2628,1,26.88,295.68
2629,2629,1,13.13,315.12
2630,2630,0,0,0
2631,2631,0,42.07,2818.69
2632,2632,0,31.81,95.43
2633,2633,1,12.76,267.96
2634,2634,0,0,0
2635,2635,1,44.73,44.73
2636,2636,0,0,0
2637,2637,0,11.75,23.5
2638,2638,0,18.12,217.44
2639,2639,0,21.09,147.63
2640,2640,0,0,0
2641,2641,0,16.4,213.2
2642,2642,0,12.27,184.05
2643,2643,0,43.66,87.32
2644,2644,0,45.9,734.4
2645,2645,1,32.08,2085.2
2646,2646,1,7.92,253.44
2647,2647,1,41.15,2427.85
2648,2648,1,48.53,3154.45
2649,2649,1,20.07,1324.62
2650,2650,0,30.99,1425.54
2651,2651,0,44.11,44.11
2652,2652,1,18.42,1252.56
2653,2653,1,42.1,2399.7
2654,2654,1,3.28,219.76
2655,2655,0,24.27,800.91
2656,2656,1,25.41,508.2
2657,2657,0,36.24,2319.36
2658,2658,0,0,0
2659,2659,0,43.52,2524.16
2660,2660,0,32.86,788.64
2661,2661,1,12.12,860.52
2662,2662,0,14.19,496.65
2663,2663,0,29.94,239.52
2664,2664,1,34.16,1810.48
2665,2665,0,16.91,16.91
2666,2666,1,7.85,565.2
2667,2667,0,0,0
2668,2668,1,33.81,1893.36
2669,2669,1,19.03,247.39
2670,2670,0,23.16,694.8
2671,2671,1,40.77,2853.9
2672,2672,0,6.33,398.79
2673,2673,1,48.14,3032.82
2674,2674,1,5.84,64.24
2675,2675,0,0,0
2676,2676,0,19.09,38.18
2677,2677,0,35.42,247.94
2678,2678,0,27.68,387.52
2679,2679,0,32.35,32.35
2680,2680,0,37.92,37.92
2681,2681,1,42.21,2110.5
2682,2682,0,0,0
2683,2683,0,6.61,19.83
2684,2684,0,24.93,1371.15
2685,2685,0,6.86,6.86
2686,2686,0,4.15,83
2687,2687,1,47.02,3385.44
2688,2688,1,10.46,732.2
2689,2689,1,47.03,329.21
2690,2690,1,35.52,959.04
2691,2691,0,0,0
2692,2692,1,16.63,515.53
2693,2693,0,0,0
2694,2694,1,25.57,306.84
2695,2695,0,22.26,378.42
2696,2696,0,32.23,2320.56
2697,2697,1,18.83,131.81
2698,2698,1,22.19,1575.49
2699,2699,1,7.28,480.48
2700,2700,0,0,0
2701,2701,1,47.02,3338.42
2702,2702,1,45.14,1579.9
2703,2703,0,46,736
2704,2704,0,7.8,15.6
2705,2705,0,0,0
2706,2706,0,12.39,123.9
2707,2707,1,37.03,2629.13
2708,2708,1,21.14,359.38
2709,2709,0,41.93,167.72
2710,2710,1,28.8,662.4
2711,2711,1,22.2,888
2712,2712,0,45.4,181.6
2713,2713,0,27.82,333.84
2714,2714,0,16.8,991.2
2715,2715,1,45.13,1714.94
2716,2716,1,11.67,840.24
2717,2717,0,34.68,658.92
2718,2718,1,14.76,1018.44
2719,2719,0,26.93,53.86
2720,2720,1,2.18,117.72
2721,2721,1,33.25,2327.5
2722,2722,0,16.19,16.19
2723,2723,1,18.48,258.72
2724,2724,1,11.74,786.58
2725,2725,1,20.52,143.64
2726,2726,1,22.05,22.05
2727,2727,0,17.6,17.6
2728,2728,1,43.33,2599.8
2729,2729,0,7.66,130.22
2730,2730,0,0,0
2731,2731,1,31.13,2241.36
2732,2732,1,22.49,1012.05
2733,2733,0,27.59,1876.12
2734,2734,0,48.45,775.2
2735,2735,0,0,0
2736,2736,0,13.58,13.58
2737,2737,1,5.81,418.32
2738,2738,0,0,0
2739,2739,0,0,0
2740,2740,1,20.74,497.76
2741,2741,1,14.24,142.4
2742,2742,1,12.67,570.15
2743,2743,0,49.51,49.51
2744,2744,1,48.5,582
2745,2745,1,12.15,765.45
2746,2746,1,44.16,176.64
2747,2747,0,25.93,155.58
2748,2748,0,0,0
2749,2749,0,12.87,926.64
2750,2750,0,0,0
2751,2751,1,6.85,493.2
2752,2752,1,49.39,3160.96
2753,2753,0,46.34,417.06
2754,2754,1,10.2,612
2755,2755,0,29.84,89.52
2756,2756,1,16.34,424.84
2757,2757,0,4.6,230
2758,2758,0,11.06,11.06
2759,2759,0,12.42,509.22
2760,2760,0,15.77,835.81
2761,2761,0,15.77,15.77
2762,2762,0,43.45,173.8
2763,2763,1,24.75,1113.75
