Customer_ID,Location_ID,Status_ID,Churn_reason_ID,Contract_ID,Number_Of_Referrals,Referred_A_Friend,Gender,Age,Married,Dependents,Number_Of_Dependents,Quarter,Tenure_In_Months,Offer,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Revenue,CLTV,Churn_Score,Satisfaction_Score
2782,395,2,,2,1,1,Female,50,1,0,0,Q3,70,Offer A,0,Bank Withdrawal,65.2,4543.15,0,6623.55,6316,20,3
2783,1421,3,1,1,0,0,Female,75,0,0,0,Q3,28,Offer C,1,Bank Withdrawal,106.15,3152.5,0,3423.26,5030,83,1
2784,482,2,,3,10,1,Female,61,1,0,0,Q3,34,None,0,Credit Card,24.95,894.3,0,1751.44,5408,62,3
2785,1422,1,,1,0,0,Male,49,0,0,0,Q3,1,Offer E,1,Bank Withdrawal,44.05,44.05,0,74.78,5925,54,5
2786,955,2,,3,0,0,Female,25,0,0,0,Q3,72,Offer A,1,Bank Withdrawal,116.45,8013.55,0,11596.99,5567,20,4
2787,471,1,,2,0,0,Female,74,0,0,0,Q3,3,Offer E,0,Credit Card,75.05,202.9,5.49,331.73,3545,56,4
2788,1423,2,,3,5,1,Male,42,1,0,0,Q3,72,Offer A,0,Credit Card,92.3,6719.9,0,7698.38,5136,56,4
2789,332,2,,3,4,1,Female,54,1,1,1,Q3,67,None,1,Credit Card,24.9,1680.25,0,2848.06,5847,59,5
2790,1424,2,,1,0,0,Female,46,0,0,0,Q3,11,None,0,Bank Withdrawal,76.4,838.7,0,1240.42,4033,41,4
2791,1120,2,,1,0,0,Female,47,1,0,0,Q3,58,None,1,Credit Card,65.25,3791.6,0,6230.88,5912,64,3
2792,1425,2,,3,0,0,Female,45,0,0,0,Q3,62,None,1,Credit Card,19.2,1123.65,0,2613.51,4937,64,4
2793,1426,2,,3,0,0,Male,49,0,0,0,Q3,71,None,1,Credit Card,19.9,1355.1,42.18,2890.54,5308,28,3
2794,698,3,2,1,1,1,Female,63,1,0,0,Q3,30,None,1,Credit Card,94.1,2804.45,0,3014.75,5255,94,3
2795,919,2,,3,0,0,Male,57,0,0,0,Q3,72,None,0,Bank Withdrawal,19.3,1414.8,0,4708.8,4722,42,4
2796,853,1,,1,0,0,Male,55,0,0,0,Q3,1,Offer E,0,Credit Card,20.6,20.6,0,22.08,5370,52,3
2797,1416,2,,1,0,0,Female,30,0,0,0,Q3,5,Offer E,0,Credit Card,20.15,117.95,0,134.8,5020,66,4
2798,760,2,,3,0,0,Male,62,0,1,2,Q3,19,None,0,Credit Card,20.85,467.5,0,1154.54,2654,43,4
2799,804,2,,1,0,0,Male,28,0,0,0,Q3,8,Offer E,1,Bank Withdrawal,19.7,168.9,0,346.1,5498,22,4
2800,1427,2,,3,10,1,Male,78,1,1,1,Q3,65,None,1,Bank Withdrawal,85.75,5688.45,38.09,6279.56,4978,21,3
2801,702,2,,2,0,0,Male,37,0,0,0,Q3,36,None,1,Credit Card,20.35,695.85,0,1153.77,3526,33,5
2802,278,3,1,1,2,1,Female,30,1,0,0,Q3,42,Offer B,1,Bank Withdrawal,50.25,2203.65,28.49,2628.34,4873,90,2
2803,742,2,,2,0,0,Male,29,0,0,0,Q3,26,None,0,Credit Card,19.4,525.55,4.25,687.18,4602,71,4
2804,1252,2,,1,0,0,Male,58,0,0,0,Q3,9,None,0,Bank Withdrawal,75.6,661.55,0,851.54,4990,30,3
2805,477,3,17,1,0,0,Female,68,0,0,0,Q3,1,None,1,Bank Withdrawal,91.3,91.3,0,134.91,2371,71,3
2806,1428,3,5,1,3,1,Male,74,1,0,0,Q3,37,None,1,Bank Withdrawal,92.5,3473.4,0,5300.09,4127,95,1
2807,1412,3,5,1,0,0,Female,55,0,0,0,Q3,6,Offer E,1,Credit Card,109.9,669.45,0,791.61,5750,69,1
2808,629,1,,1,0,0,Female,28,0,0,0,Q3,2,None,0,Bank Withdrawal,60.85,111.4,0,141.9,3796,54,5
2809,767,2,,3,5,1,Male,77,1,1,1,Q3,71,None,0,Credit Card,19.8,1388.45,0,3668.97,5819,69,4
2810,1225,3,9,1,0,0,Male,80,0,0,0,Q3,8,None,1,Bank Withdrawal,69.7,560.85,0,679.97,3068,88,1
2811,1175,2,,1,2,1,Female,39,1,1,3,Q3,60,None,1,Bank Withdrawal,49.75,3069.45,0,3069.45,6307,77,3
2812,1265,2,,2,2,1,Male,56,1,1,3,Q3,38,None,0,Credit Card,78.95,2862.55,0,3382.01,2125,60,5
2813,1259,2,,1,5,1,Female,49,1,1,2,Q3,58,Offer B,1,Bank Withdrawal,91.55,5511.65,0,7874.57,6423,49,3
2814,1270,2,,1,0,0,Male,59,0,0,0,Q3,25,None,0,Bank Withdrawal,81.75,2028.8,0,2658.8,5917,61,3
2815,1429,2,,1,0,0,Male,62,0,0,0,Q3,19,Offer D,1,Credit Card,61.55,1093.2,0,1976.51,5831,60,3
2816,1430,2,,2,9,1,Female,55,1,0,0,Q3,31,None,1,Bank Withdrawal,64,1910.75,0,2803.55,5191,24,4
2817,1431,2,,3,0,0,Male,24,0,0,0,Q3,63,None,1,Bank Withdrawal,86.7,5309.5,0,7173.04,5841,74,3
2818,1432,2,,3,0,0,Female,69,0,0,0,Q3,56,None,1,Bank Withdrawal,96.85,5219.65,0,7833.17,5679,57,3
2819,130,3,1,1,0,0,Female,35,0,0,0,Q3,25,None,1,Bank Withdrawal,99.5,2369.05,19.5,3560.05,5932,90,3
2820,1077,2,,1,0,0,Female,25,0,0,0,Q3,56,Offer B,1,Credit Card,106.6,5893.95,0,7281.07,5056,80,4
2821,1003,2,,1,0,0,Male,59,0,0,0,Q3,27,None,0,Credit Card,50.35,1411.35,0,2061.12,5578,77,3
2822,310,2,,3,5,1,Male,45,1,0,0,Q3,60,None,1,Credit Card,61.35,3766.2,0,5099.4,6174,79,3
2823,1254,2,,1,6,1,Female,33,1,1,2,Q3,21,Offer D,1,Bank Withdrawal,44.95,926.25,0,1744.2,3752,54,5
2824,227,1,,1,0,0,Male,37,0,0,0,Q3,1,Offer E,0,Credit Card,20.8,20.8,0,68.94,3678,38,4
2825,1381,3,5,1,0,0,Male,59,0,0,0,Q3,19,Offer D,1,Bank Withdrawal,78.25,1490.95,0,1875.89,3666,72,1
2826,89,3,2,1,0,0,Female,33,0,0,0,Q3,7,Offer E,1,Bank Withdrawal,74.65,521.1,28.35,834.49,4612,67,3
2827,1281,2,,3,0,0,Female,20,0,0,0,Q3,25,Offer C,0,Bank Withdrawal,108.9,2809.05,0,3617.3,4398,80,4
2828,1409,2,,1,0,0,Male,43,0,1,2,Q3,22,Offer D,0,Credit Card,20.15,432.5,0,1182.04,2722,78,5
2829,1091,2,,3,9,1,Female,23,1,0,0,Q3,61,Offer B,1,Credit Card,24.1,1551.6,0,2365.95,5970,21,4
2830,727,2,,1,8,1,Male,54,1,1,2,Q3,6,Offer E,0,Credit Card,19.85,138.85,0,281.23,2186,42,5
2831,1433,3,17,1,1,1,Male,75,1,0,0,Q3,29,None,1,Bank Withdrawal,98.5,3004.15,37.55,3754.22,5137,72,3
2832,744,2,,2,10,1,Female,72,1,0,0,Q3,31,Offer C,1,Credit Card,50.4,1580.1,0,1580.1,2166,39,3
2833,1177,2,,3,8,1,Female,39,1,0,0,Q3,72,None,1,Bank Withdrawal,94.25,6849.75,0,7743.19,6295,51,4
2834,1391,1,,1,0,0,Male,35,0,0,0,Q3,3,None,1,Credit Card,50.25,152.3,0,236.87,2166,76,3
2835,1053,1,,1,0,0,Male,35,0,0,0,Q3,3,None,1,Credit Card,70.3,220.4,0,249.62,4275,67,4
2836,370,3,13,1,0,0,Female,53,0,0,0,Q3,2,None,1,Bank Withdrawal,30.9,59.05,0,59.05,2860,91,2
2837,648,2,,2,1,1,Female,37,1,1,2,Q3,41,Offer B,0,Credit Card,35.4,1412.4,0,1412.4,4375,43,4
2838,110,3,8,1,1,1,Male,77,1,0,0,Q3,36,None,1,Bank Withdrawal,96.5,3436.1,0,4034.06,4652,82,3
2839,1434,2,,3,4,1,Male,74,1,0,0,Q3,49,None,0,Credit Card,49.8,2398.4,0,2480.23,4306,37,3
2840,1189,2,,3,10,1,Male,54,1,0,0,Q3,71,Offer A,1,Bank Withdrawal,105.25,7291.75,0,9967.74,6319,31,5
2841,1435,2,,3,7,1,Female,35,1,0,0,Q3,64,Offer B,1,Bank Withdrawal,99,6375.8,0,8674.68,5483,68,4
2842,677,2,,1,10,1,Female,29,1,1,1,Q3,18,Offer D,1,Credit Card,20.25,401.95,0,1039.87,2429,40,4
2843,977,2,,3,6,1,Female,49,1,1,2,Q3,72,Offer A,0,Credit Card,107.45,7576.7,0,7771.82,5246,28,4
2844,722,2,,3,1,1,Male,40,1,1,2,Q3,58,None,0,Bank Withdrawal,82.5,4828.05,0,6563.99,4348,25,3
2845,53,2,,1,0,0,Female,51,0,0,0,Q3,7,None,1,Bank Withdrawal,78.55,522.95,47.19,761.08,4025,61,3
2846,413,2,,1,0,0,Male,22,0,0,0,Q3,7,None,0,Bank Withdrawal,96.2,639.7,0,961.21,4329,38,5
2847,463,1,,1,0,0,Male,35,0,0,0,Q3,3,None,0,Credit Card,45.45,141.7,0,202.81,3666,72,5
2848,35,2,,1,0,0,Male,33,0,0,0,Q3,52,Offer B,1,Bank Withdrawal,103.05,5364.8,46.67,5599.97,5432,80,4
2849,734,2,,1,1,1,Male,33,1,1,2,Q3,11,None,0,Bank Withdrawal,20.95,267.35,18.17,422.21,4075,31,3
2850,1436,1,,1,0,0,Female,56,0,0,0,Q3,1,None,0,Bank Withdrawal,49.5,49.5,0,96.49,5262,59,4
2851,455,2,,1,0,0,Female,43,0,0,0,Q3,33,None,1,Bank Withdrawal,70.4,2406.1,0,4097.95,4860,29,4
2852,853,2,,1,0,0,Female,60,1,0,0,Q3,52,Offer B,0,Bank Withdrawal,94.6,5025.8,0,6545.76,6212,57,3
2853,90,2,,1,3,1,Female,32,1,1,2,Q3,36,None,0,Credit Card,51.05,1815,0,2525.28,2161,56,3
2854,1437,3,13,1,0,0,Female,44,0,0,0,Q3,1,None,1,Mailed Check,54.75,54.75,0,67.76,2614,83,3
2855,600,2,,2,2,1,Female,27,1,0,0,Q3,51,Offer B,1,Bank Withdrawal,93.5,4619.55,0,5694.12,5561,68,3
2856,326,2,,3,6,1,Female,25,1,1,3,Q3,10,Offer E,0,Credit Card,73.35,733.5,0,789.4,2342,44,4
2857,1420,3,9,1,4,1,Female,51,1,0,0,Q3,31,None,1,Bank Withdrawal,104.2,3243.45,17.01,3342.07,5000,68,1
2858,819,2,,3,1,1,Male,59,1,1,3,Q3,72,None,1,Bank Withdrawal,87.55,6463.15,0,9675.07,5341,43,4
2859,978,3,10,1,0,0,Female,45,0,0,0,Q3,11,None,1,Bank Withdrawal,100.75,1129.75,0,1664.79,2229,65,2
2860,1264,2,,1,0,0,Male,22,0,0,0,Q3,16,Offer D,0,Credit Card,20,275.7,0,341.78,3705,75,3
2861,801,2,,3,7,1,Male,77,1,0,0,Q3,30,None,0,Bank Withdrawal,74.85,2181.75,0,3396.75,5610,27,5
2862,995,2,,3,0,0,Male,45,0,0,0,Q3,72,None,1,Bank Withdrawal,65.55,4807.45,0,4807.45,4266,24,4
2863,484,2,,1,1,1,Female,42,1,0,0,Q3,13,Offer D,1,Bank Withdrawal,76.2,981.45,0,1134.72,2569,41,5
2864,1438,3,6,1,0,0,Female,53,0,0,0,Q3,8,Offer E,0,Bank Withdrawal,71.15,563.65,0,948.77,2662,66,1
2865,1439,3,14,2,0,0,Female,27,0,0,0,Q3,19,None,1,Credit Card,44.85,893.55,0,893.55,5182,72,3
2866,845,2,,2,1,1,Female,74,1,0,0,Q3,38,None,0,Credit Card,95,3591.25,0,5554.41,5148,71,4
2867,1085,3,12,1,0,0,Male,37,0,0,0,Q3,9,None,0,Credit Card,20.25,178.5,0,258.69,3361,91,1
2868,1127,2,,2,7,1,Female,34,1,1,1,Q3,34,Offer C,1,Mailed Check,60.8,2042.05,0,3727.77,4522,48,4
2869,683,2,,3,8,1,Male,53,1,1,1,Q3,71,Offer A,0,Credit Card,19.7,1301.1,0,2356.16,4808,30,5
2870,1401,3,17,1,1,1,Female,74,1,0,0,Q3,3,Offer E,1,Bank Withdrawal,80.4,224.05,0,233.92,3834,89,2
2871,439,3,5,2,1,1,Male,21,1,0,0,Q3,55,Offer B,1,Bank Withdrawal,104.15,5743.05,0,6326.6,4369,86,1
2872,1368,1,,1,0,0,Female,42,0,0,0,Q3,3,Offer E,1,Bank Withdrawal,74.95,212.4,27.6,189.72,3641,70,5
2873,921,2,,2,0,0,Male,51,0,0,0,Q3,48,Offer B,1,Credit Card,78.75,3682.45,0,3843.89,2257,69,3
2874,1440,2,,2,8,1,Male,27,1,0,0,Q3,20,Offer D,0,Credit Card,20.65,417.5,0,1346.9,4147,40,3
2875,88,3,2,1,0,0,Female,79,0,0,0,Q3,21,None,1,Bank Withdrawal,94.25,1973.75,0,2417.9,4819,73,2
2876,610,2,,2,0,0,Male,35,0,1,1,Q3,34,Offer C,1,Bank Withdrawal,103.8,3470.8,0,3616.32,5382,78,4
2877,107,2,,3,1,1,Male,70,1,1,1,Q3,68,Offer A,1,Bank Withdrawal,84.65,5683.6,0,7064.68,6404,72,3
2878,101,2,,3,5,1,Female,51,1,0,0,Q3,67,None,0,Credit Card,65.65,4322.85,0,5852.46,5441,20,3
2879,509,3,2,1,1,1,Male,67,1,0,0,Q3,1,None,1,Bank Withdrawal,74.4,74.4,0,121.76,5429,91,3
2880,1441,2,,1,7,1,Male,56,1,0,0,Q3,24,Offer C,0,Mailed Check,53.6,1315.35,0,1459.83,2977,47,3
2881,1323,3,15,2,1,1,Male,42,1,0,0,Q3,39,None,0,Credit Card,80,3182.95,0,4575.25,2704,76,1
2882,959,2,,2,1,1,Male,77,1,0,0,Q3,29,Offer C,1,Bank Withdrawal,51.6,1442,0,2533.85,5495,39,5
2883,1442,3,5,1,0,0,Female,54,0,0,0,Q3,1,Offer E,0,Credit Card,69.55,69.55,0,99.33,2792,73,1
2884,398,2,,3,1,1,Female,19,1,0,0,Q3,67,None,1,Bank Withdrawal,59.55,4103.9,0,4103.9,4478,56,4
2885,612,3,12,1,0,0,Male,55,0,0,0,Q3,10,Offer D,1,Bank Withdrawal,89.5,863.1,0,990.9,4206,84,3
2886,491,2,,2,7,1,Female,25,1,1,1,Q3,56,None,0,Bank Withdrawal,68.75,3815.4,0,4334.76,6494,53,3
2887,715,2,,3,7,1,Male,60,1,0,0,Q3,29,None,0,Credit Card,75.55,2054.4,0,2995.74,5625,44,5
2888,1434,2,,2,0,0,Female,72,0,0,0,Q3,7,None,1,Bank Withdrawal,89.15,574.35,0,688.87,2415,25,5
2889,1425,2,,2,0,0,Male,37,0,0,0,Q3,69,None,1,Bank Withdrawal,35.75,2492.25,0,2642.25,4043,32,5
2890,518,2,,2,1,1,Male,55,1,1,2,Q3,4,Offer E,0,Credit Card,24.1,73.1,0,139.82,4463,21,3
2891,777,3,12,1,0,0,Female,23,0,0,0,Q3,9,None,1,Credit Card,74.25,639.65,0,764.39,5393,76,1
2892,439,2,,2,0,0,Female,74,0,0,0,Q3,35,None,1,Bank Withdrawal,110.8,3836.3,0,5098.5,2125,35,3
2893,1123,2,,3,0,0,Male,67,0,0,0,Q3,71,None,1,Bank Withdrawal,106.8,7623.2,0,10094,6423,28,3
2894,1113,2,,2,9,1,Female,44,1,0,0,Q3,58,None,1,Credit Card,24.5,1497.9,9.22,3602.78,4455,47,4
2895,1105,2,,1,3,1,Male,49,1,0,0,Q3,9,None,1,Bank Withdrawal,88.05,801.3,0,1002.99,2715,30,3
2896,719,2,,2,0,0,Female,23,0,0,0,Q3,12,Offer D,1,Credit Card,75.85,854.45,0,1445.45,5942,70,4
2897,663,3,14,1,0,0,Male,52,0,0,0,Q3,22,None,1,Credit Card,94.65,2104.55,0,3162.71,3665,85,2
2898,468,2,,1,3,1,Female,73,1,0,0,Q3,47,None,0,Bank Withdrawal,99.7,4747.2,0,5027.26,4787,67,3
2899,309,2,,3,0,0,Female,28,0,1,1,Q3,67,None,1,Bank Withdrawal,104,7039.05,0,7879.23,4741,39,3
2900,1050,2,,1,0,0,Female,24,0,0,0,Q3,5,None,0,Bank Withdrawal,50.55,244.75,0,459.85,2739,54,3
2901,1443,2,,1,0,0,Female,31,0,0,0,Q3,4,Offer E,1,Credit Card,100.85,399.25,0,441.01,5354,21,4
2902,64,2,,1,1,1,Male,47,1,0,0,Q3,52,None,1,Bank Withdrawal,39.9,2020.9,0,2020.9,6371,54,3
2903,732,2,,1,7,1,Male,32,1,0,0,Q3,28,Offer C,0,Mailed Check,60.9,1785.65,0,2593.73,3851,76,3
2904,1444,2,,2,1,1,Female,66,1,1,1,Q3,55,None,0,Bank Withdrawal,76.25,4154.55,0,6055.9,4319,42,3
2905,1442,1,,1,0,0,Male,55,0,0,0,Q3,2,Offer E,0,Credit Card,90.75,174.75,0,229.09,4766,60,3
2906,1289,2,,3,0,0,Female,63,0,0,0,Q3,50,Offer B,1,Bank Withdrawal,89.7,4304.5,0,5794.5,5306,45,4
2907,1445,2,,1,0,0,Male,54,0,0,0,Q3,51,None,0,Bank Withdrawal,81,4085.75,0,6285.18,4121,34,3
2908,998,2,,3,0,0,Female,53,1,0,0,Q3,72,Offer A,0,Bank Withdrawal,64.45,4528,0,4528,5265,45,4
2909,1378,2,,1,0,0,Male,31,0,0,0,Q3,51,None,1,Credit Card,44.45,2181.55,0,2181.55,6087,62,4
2910,717,3,17,1,1,1,Male,41,1,1,3,Q3,31,None,0,Bank Withdrawal,35.4,1077.5,0,1077.5,2067,77,1
2911,1446,3,17,1,0,0,Female,73,0,0,0,Q3,3,None,1,Bank Withdrawal,86.85,220.95,0,276.09,3561,70,2
2912,271,3,10,1,0,0,Female,57,0,0,0,Q3,5,None,0,Credit Card,19.85,108.05,0,138.9,3799,91,1
2913,161,3,12,1,0,0,Male,46,0,0,0,Q3,52,None,1,Bank Withdrawal,85.35,4338.6,0,6931.36,6402,91,3
2914,1056,3,17,1,0,0,Male,33,1,0,0,Q3,5,Offer E,1,Bank Withdrawal,81.3,416.3,0,541.85,3819,91,2
2915,1294,3,5,1,0,0,Female,71,0,0,0,Q3,8,Offer E,1,Bank Withdrawal,92.1,729.95,0,1073.39,5662,81,1
2916,746,1,,1,0,0,Male,45,0,0,0,Q3,1,None,0,Mailed Check,44.6,44.6,0,89.88,4864,77,4
2917,698,3,2,1,1,1,Male,76,1,0,0,Q3,13,Offer D,1,Bank Withdrawal,89.05,1169.35,0,1188.46,3861,82,1
2918,497,2,,3,0,0,Female,24,0,0,0,Q3,63,None,0,Bank Withdrawal,97.45,6253,0,8631.88,4769,67,3
2919,721,3,12,1,0,0,Female,74,0,0,0,Q3,8,None,0,Bank Withdrawal,19.65,164.3,0,387.9,5432,83,2
2920,123,2,,2,0,0,Male,34,0,0,0,Q3,51,Offer B,0,Bank Withdrawal,19.1,1007.8,0,2503.63,4120,78,4
2921,1447,2,,1,0,0,Male,21,0,0,0,Q3,35,None,1,Bank Withdrawal,25.6,901.25,0,2295.65,2980,56,4
2922,1448,2,,2,9,1,Female,55,1,0,0,Q3,46,Offer B,1,Bank Withdrawal,24.45,1066.15,0,2697.31,2438,76,4
2923,1449,3,15,2,1,1,Female,49,1,0,0,Q3,41,None,1,Bank Withdrawal,66.5,2728.6,0,4041.42,2517,65,3
2924,1450,2,,1,9,1,Male,35,1,0,0,Q3,54,Offer B,0,Bank Withdrawal,109.55,6118.95,0,8813.55,6130,42,4
2925,1451,2,,3,0,0,Male,73,0,0,0,Q3,67,None,0,Credit Card,25.1,1672.15,0,2656.38,6388,26,3
2926,744,2,,1,0,0,Male,35,0,0,0,Q3,12,Offer D,0,Credit Card,34,442.45,0,442.45,3215,39,3
2927,722,2,,3,9,1,Male,30,1,0,0,Q3,70,None,1,Credit Card,88,5986.45,0,6636.05,4867,48,3
2928,1452,2,,1,6,1,Female,46,1,1,1,Q3,10,Offer D,1,Bank Withdrawal,19.8,196.75,0,387.25,3196,49,3
2929,598,2,,1,0,0,Female,30,0,0,0,Q3,21,Offer D,1,Bank Withdrawal,90.05,1862.9,0,2029.19,5982,57,3
2930,1004,3,10,1,0,0,Male,46,0,0,0,Q3,31,None,1,Bank Withdrawal,78.45,2435.15,0,3540.93,3091,72,1
2931,1359,3,12,1,1,1,Female,68,1,0,0,Q3,3,Offer E,1,Mailed Check,88.3,273.75,0,351.06,4486,68,1
2932,523,2,,2,4,1,Male,62,1,1,2,Q3,63,Offer B,1,Bank Withdrawal,91.35,5764.7,18.78,8808.98,4512,47,4
2933,982,2,,2,0,0,Female,55,0,0,0,Q3,36,Offer C,1,Credit Card,70.7,2511.95,0,3625.67,3566,71,3
2934,930,3,5,2,0,0,Female,73,0,0,0,Q3,46,None,0,Credit Card,95.25,4424.2,0,4706.18,3180,90,2
2935,1427,2,,1,4,1,Male,36,1,0,0,Q3,57,None,1,Bank Withdrawal,103.05,5925.75,0,7737.78,5586,22,4
2936,1246,2,,3,1,1,Female,32,1,0,0,Q3,57,Offer B,1,Credit Card,70.35,4124.65,0,6860.65,5779,32,3
2937,383,2,,2,0,0,Male,29,0,0,0,Q3,26,Offer C,1,Credit Card,51.55,1295.4,0,1936.82,3130,36,3
2938,567,3,2,1,6,1,Female,21,1,0,0,Q3,10,None,0,Credit Card,55.2,528.35,0,622.45,5925,78,1
2939,803,2,,1,0,0,Male,25,0,0,0,Q3,63,Offer B,0,Bank Withdrawal,105.4,6713.2,0,8275.19,4551,66,4
2940,1179,3,5,1,1,1,Male,43,1,0,0,Q3,5,None,1,Bank Withdrawal,94.45,498.1,0,694.9,4580,77,1
2941,1438,2,,3,1,1,Male,27,1,1,1,Q3,72,Offer A,0,Bank Withdrawal,24.75,1769.6,0,4313.36,6232,67,3
2942,500,3,5,1,0,0,Female,80,0,0,0,Q3,1,Offer E,0,Credit Card,45.1,45.1,0,60.34,2740,70,1
2943,1453,2,,3,6,1,Female,22,1,1,3,Q3,54,None,0,Bank Withdrawal,60,3273.95,0,3734.57,4798,52,3
2944,168,2,,1,2,1,Female,35,1,1,5,Q3,59,None,1,Bank Withdrawal,96.65,5580.8,0,8416.93,5266,52,3
2945,1246,1,,1,0,0,Female,40,0,0,0,Q3,1,None,0,Bank Withdrawal,25.25,25.25,0,25.25,5858,73,4
2946,110,2,,3,1,1,Male,23,1,1,3,Q3,69,None,0,Bank Withdrawal,24.45,1718.2,0,4001.41,5295,39,5
2947,361,3,12,1,0,0,Male,62,0,0,0,Q3,2,None,0,Mailed Check,20.35,33.2,0,97.26,5627,65,2
2948,240,2,,2,0,0,Female,58,0,0,0,Q3,12,None,1,Mailed Check,33.6,435.45,0,435.45,2990,30,3
2949,1406,2,,3,9,1,Male,72,1,0,0,Q3,67,Offer A,0,Bank Withdrawal,102.9,6989.7,0,10251.26,5869,52,3
2950,514,3,7,1,0,0,Female,66,0,0,0,Q3,1,Offer E,1,Bank Withdrawal,55.8,55.8,0,82.02,5527,87,1
2951,598,2,,1,0,0,Female,27,0,1,3,Q3,28,None,0,Credit Card,20.25,535.35,0,1265.87,4476,54,5
2952,637,3,6,1,0,0,Male,80,0,0,0,Q3,2,Offer E,0,Credit Card,44.95,85.15,0,138.39,5900,84,2
2953,89,3,2,1,0,0,Female,41,0,0,0,Q3,4,Offer E,1,Bank Withdrawal,79.15,317.25,0,464.89,5762,68,1
2954,543,3,12,1,0,0,Male,41,0,0,0,Q3,1,Offer E,0,Mailed Check,20.25,20.25,0,43.41,2959,89,1
2955,4,2,,3,0,0,Female,60,0,0,0,Q3,33,None,0,Credit Card,25.7,826.1,0,2030.6,3378,39,4
2956,1286,2,,1,3,1,Female,41,1,0,0,Q3,61,None,1,Bank Withdrawal,106.35,6751.35,0,8436.78,5632,35,5
2957,1357,2,,2,0,0,Female,55,0,0,0,Q3,21,Offer D,0,Mailed Check,64.85,1336.8,0,1985.28,3302,51,3
2958,922,1,,3,0,0,Male,71,0,0,0,Q3,2,Offer E,0,Mailed Check,49.95,107.1,0,183.04,5251,78,5
2959,1454,2,,1,0,0,Male,41,0,0,0,Q3,8,Offer E,1,Bank Withdrawal,66.65,520.95,0,767.35,3804,60,4
2960,936,2,,2,8,1,Female,47,1,1,2,Q3,68,None,1,Credit Card,73,5163,0,6533.2,4156,67,4
2961,164,3,1,1,0,0,Male,42,0,0,0,Q3,4,Offer E,1,Bank Withdrawal,90.05,368.1,0,447.06,3212,91,3
2962,1455,3,7,1,0,0,Male,49,0,0,0,Q3,6,None,1,Bank Withdrawal,74.9,469.8,0,507.72,4160,87,1
2963,1456,2,,3,4,1,Female,37,1,0,0,Q3,72,None,0,Bank Withdrawal,25.65,1887,0,2792.76,5613,22,5
2964,1388,1,,1,0,0,Male,22,0,0,0,Q3,1,None,0,Bank Withdrawal,19.2,19.2,0,45.57,2716,27,4
2965,1457,1,,1,0,0,Male,25,0,0,0,Q3,2,None,1,Bank Withdrawal,79.95,174.45,0,249.85,5213,44,5
2966,396,1,,1,0,0,Female,34,0,0,0,Q3,2,Offer E,0,Bank Withdrawal,24.5,46.4,0,46.4,5786,54,4
2967,1146,3,15,1,1,1,Female,45,1,0,0,Q3,5,None,1,Mailed Check,99.15,465.05,0,511.2,2283,74,2
2968,270,1,,1,10,1,Male,45,1,0,0,Q3,2,None,0,Mailed Check,20,38,0,106.76,4823,77,4
2969,276,3,12,1,0,0,Male,58,0,0,0,Q3,1,Offer E,1,Credit Card,45.85,45.85,0,90.6,5930,94,2
2970,420,2,,2,4,1,Male,66,1,0,0,Q3,61,Offer B,1,Bank Withdrawal,82.15,4904.85,0,6524.4,4250,33,3
2971,1059,2,,3,1,1,Female,70,1,0,0,Q3,35,None,0,Bank Withdrawal,102.05,3452.55,0,5032.1,3199,35,5
2972,226,3,12,1,1,1,Male,77,1,0,0,Q3,30,Offer C,1,Credit Card,79.65,2365.15,0,2552.05,2174,73,3
2973,698,3,2,1,1,1,Female,80,1,0,0,Q3,17,Offer D,1,Bank Withdrawal,85.35,1463.45,0,2089.39,3209,90,1
2974,1075,3,12,1,0,0,Female,44,0,0,0,Q3,6,Offer E,0,Bank Withdrawal,56.25,389.1,0,492.18,4110,95,1
2975,1458,2,,2,4,1,Male,70,1,1,3,Q3,60,None,1,Bank Withdrawal,93.25,5774.55,0,6955.35,4353,70,3
2976,1459,3,14,2,0,0,Male,24,0,0,0,Q3,68,Offer A,0,Bank Withdrawal,108.45,7176.55,9.68,8645.19,4454,65,3
2977,866,2,,3,3,1,Female,22,1,0,0,Q3,52,None,0,Credit Card,66.25,3330.1,0,3330.1,4275,23,4
2978,1460,3,10,1,0,0,Female,47,1,1,3,Q3,1,None,1,Mailed Check,20.5,20.5,0,55.07,2398,76,1
2979,1206,2,,1,0,0,Female,22,0,1,1,Q3,5,None,1,Credit Card,51,286.8,0,486.95,2789,52,4
2980,1081,2,,1,0,0,Female,25,0,0,0,Q3,6,Offer E,0,Credit Card,45,298.7,0,298.7,2270,72,5
2981,54,1,,1,0,0,Female,38,0,1,1,Q3,1,None,1,Bank Withdrawal,89.35,89.35,0,94.71,2432,38,3
2982,921,2,,2,0,0,Female,33,0,0,0,Q3,66,None,1,Bank Withdrawal,88.9,6000.1,0,8107.48,5868,27,5
2983,1343,3,19,1,0,0,Male,56,0,0,0,Q3,1,None,1,Bank Withdrawal,74.35,74.35,0,79.15,5633,66,3
2984,1058,2,,3,0,0,Male,48,1,1,2,Q3,72,Offer A,0,Bank Withdrawal,19.95,1322.85,0,1937.01,5092,56,3
2985,117,3,5,1,0,0,Female,34,0,0,0,Q3,8,None,1,Bank Withdrawal,80.1,679.3,0,970.42,5071,67,1
